97.0321700573 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.016717634 -1.16835794902 0.876306230295 1.25523631845 1.48802743255 0.0 -1.15496598007 -1.7283448 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0321700573 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.01499734761 -1.09939271853 0.927937880787 1.31305919588 1.49689272674 0.0 -1.25203160345 -1.80852826009 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0321700573 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.961776109134 -1.01429214663 1.02488539934 1.22472623783 1.57392653035 0.0 -1.32542593859 -1.87282762073 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0321700573 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.992284986461 -1.03082419781 0.99815242657 1.20857608 1.570097361 0.0 -1.36316058177 -1.84703257339 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0789701939 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.03254471453 -1.00202078311 0.999117713292 1.25096647709 1.53206218757 0.0 -1.41294299604 -1.83691847567 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0789701939 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.599846456173 -0.0196234387859 0.601626742513 1.97471998296 1.91597515721 0.0 -1.08825236317 -1.7047202314 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0789701939 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.644141801766 -0.0892175834066 0.512352379112 2.02227443146 1.84458633099 0.0 -1.00243634154 -1.64317277697 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0789701939 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.668447597982 -0.182302599062 0.516756412788 1.92779583518 1.85570913545 0.0 -1.06746634458 -1.673017998 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0789701939 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.683175753022 -0.274809613854 0.578101818088 1.85101859763 1.82811682471 0.0 -1.07966622836 -1.60439425248 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
97.0945701599 appendMilestone	60	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.76 -1.97686000014e-07 1.98 3.89753e-07 0.0 0.3 4.13264e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.736282856426 -0.371022131323 0.644089823863 1.86569367715 1.81042952993 0.0 -1.14571434169 -1.67720631739 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3e-09 -6.287e-08 0.0 0.0 0.0
139.058644056 commandGripper	right	1	1
